elec_id;district_id;parliament_id;election_date;election_type;election_mode;parliament_id_of_electing_parliament;election_hierarchy;election_round;district_votes_total
DE_NT-BT_2005__Wuppertal-I__18sep2005;DE_NT-BT_2005__Wuppertal-I;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2005__Koeln-I__18sep2005;DE_NT-BT_2005__Koeln-I;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2005__Solingen-Remscheid-Wuppertal-II__18sep2005;DE_NT-BT_2005__Solingen-Remscheid-Wuppertal-II;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2009__Hagen-Ennepe-Ruhr-Kreis-I__27sep2009;DE_NT-BT_2009__Hagen-Ennepe-Ruhr-Kreis-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2005__Muenchengladback__18sep2005;DE_NT-BT_2005__Muenchengladback;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2005__Koeln-II__18sep2005;DE_NT-BT_2005__Koeln-II;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2005__Bottrop-Recklinghausen-III__18sep2005;DE_NT-BT_2005__Bottrop-Recklinghausen-III;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2009__Oberhausen-Wesel-III__27sep2009;DE_NT-BT_2009__Oberhausen-Wesel-III;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2005__Duisburg-II__18sep2005;DE_NT-BT_2005__Duisburg-II;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2005__Dortmund-II__18sep2005;DE_NT-BT_2005__Dortmund-II;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2009__Duisburg-II__27sep2009;DE_NT-BT_2009__Duisburg-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Borken-II__27sep2009;DE_NT-BT_2009__Borken-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Dueren__27sep2009;DE_NT-BT_2009__Dueren;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Essen-II__27sep2009;DE_NT-BT_2009__Essen-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2005__Kreis-Aachen__18sep2005;DE_NT-BT_2005__Kreis-Aachen;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2009__Rhein-Sieg-Kreis-II__27sep2009;DE_NT-BT_2009__Rhein-Sieg-Kreis-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2005__Rhein-Sieg-Kreis-II__18sep2005;DE_NT-BT_2005__Rhein-Sieg-Kreis-II;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2005__Guetersloh__18sep2005;DE_NT-BT_2005__Guetersloh;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2009__Muenchengladback__27sep2009;DE_NT-BT_2009__Muenchengladback;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2005__Herford-Minden-Luebbecke-II__18sep2005;DE_NT-BT_2005__Herford-Minden-Luebbecke-II;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2009__Oberbergischer-Kreis__27sep2009;DE_NT-BT_2009__Oberbergischer-Kreis;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Heinsberg__27sep2009;DE_NT-BT_2009__Heinsberg;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Coesfeld-Steinfurt-II__27sep2009;DE_NT-BT_2009__Coesfeld-Steinfurt-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Bottrop-Recklinghausen-III__27sep2009;DE_NT-BT_2009__Bottrop-Recklinghausen-III;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Krefeld-I-Neuss-II__27sep2009;DE_NT-BT_2009__Krefeld-I-Neuss-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Olpe-Maerkischer-Kreis-I__27sep2009;DE_NT-BT_2009__Olpe-Maerkischer-Kreis-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Dortmund-II__27sep2009;DE_NT-BT_2009__Dortmund-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Hochsauerlandkreis__27sep2009;DE_NT-BT_2009__Hochsauerlandkreis;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Wuppertal-I__27sep2009;DE_NT-BT_2009__Wuppertal-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Bielefeld__27sep2009;DE_NT-BT_2009__Bielefeld;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Minden-Luebbecke-I__27sep2009;DE_NT-BT_2009__Minden-Luebbecke-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Recklinghausen-I__27sep2009;DE_NT-BT_2009__Recklinghausen-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Solingen-Remscheid-Wuppertal-II__27sep2009;DE_NT-BT_2009__Solingen-Remscheid-Wuppertal-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Duisburg-I__27sep2009;DE_NT-BT_2009__Duisburg-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Guetersloh__27sep2009;DE_NT-BT_2009__Guetersloh;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Unna-I__27sep2009;DE_NT-BT_2009__Unna-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Koeln-II__27sep2009;DE_NT-BT_2009__Koeln-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Rhein-Sieg-Kreis-I__27sep2009;DE_NT-BT_2009__Rhein-Sieg-Kreis-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Bonn__27sep2009;DE_NT-BT_2009__Bonn;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Krefeld-II-Wesel-II__27sep2009;DE_NT-BT_2009__Krefeld-II-Wesel-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Koeln-I__27sep2009;DE_NT-BT_2009__Koeln-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Wesel-I__27sep2009;DE_NT-BT_2009__Wesel-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Lippe-I__27sep2009;DE_NT-BT_2009__Lippe-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Mettmann-II__27sep2009;DE_NT-BT_2009__Mettmann-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Koeln-III__27sep2009;DE_NT-BT_2009__Koeln-III;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Soest__27sep2009;DE_NT-BT_2009__Soest;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Euskirchen-Erftkreis-II__27sep2009;DE_NT-BT_2009__Euskirchen-Erftkreis-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_1972__Bielefeld-Land__19nov1972;DE_NT-BT_1972__Bielefeld-Land;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1965__Herford__19sep1965;DE_NT-BT_1965__Herford;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1969__Herford__28sep1969;DE_NT-BT_1969__Herford;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Leverkusen-Opladen__28sep1969;DE_NT-BT_1969__Leverkusen-Opladen;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Krefeld__28sep1969;DE_NT-BT_1969__Krefeld;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Koeln-Iv__28sep1969;DE_NT-BT_1969__Koeln-Iv;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Altena-Luedenscheid__28sep1969;DE_NT-BT_1969__Altena-Luedenscheid;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Minden__28sep1969;DE_NT-BT_1969__Minden;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Iserlohn__28sep1969;DE_NT-BT_1969__Iserlohn;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_2009__Bochum-I__27sep2009;DE_NT-BT_2009__Bochum-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Herford-Minden-Luebbecke-II__27sep2009;DE_NT-BT_2009__Herford-Minden-Luebbecke-II;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2005__Dueren__18sep2005;DE_NT-BT_2005__Dueren;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_2002__Bielefeld__22sep2002;DE_NT-BT_2002__Bielefeld;DE_NT-BT_2002;22sep2002;regular;popular;;main-election;1;
DE_NT-BT_2009__Siegen-Wittgenstein__27sep2009;DE_NT-BT_2009__Siegen-Wittgenstein;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_2009__Dortmund-I__27sep2009;DE_NT-BT_2009__Dortmund-I;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_1965__Neuwied__19sep1965;DE_NT-BT_1965__Neuwied;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1969__Trier__28sep1969;DE_NT-BT_1969__Trier;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1965__Koblenz__19sep1965;DE_NT-BT_1965__Koblenz;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1980__Montabaur__05oct1980;DE_NT-BT_1980__Montabaur;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1976__Montabaur__03oct1976;DE_NT-BT_1976__Montabaur;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1969__Pirmasens__28sep1969;DE_NT-BT_1969__Pirmasens;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Montabaur__28sep1969;DE_NT-BT_1969__Montabaur;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1972__Cochem__19nov1972;DE_NT-BT_1972__Cochem;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1969__Cochem__28sep1969;DE_NT-BT_1969__Cochem;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1987__Pirmasens__25jan1987;DE_NT-BT_1987__Pirmasens;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1969__Koblenz__28sep1969;DE_NT-BT_1969__Koblenz;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1972__Koblenz__19nov1972;DE_NT-BT_1972__Koblenz;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1965__Ludwigshafen__19sep1965;DE_NT-BT_1965__Ludwigshafen;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1969__Kreuznach__28sep1969;DE_NT-BT_1969__Kreuznach;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1972__Kreuznach__19nov1972;DE_NT-BT_1972__Kreuznach;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1965__Neustadt-Speyer__19sep1965;DE_NT-BT_1965__Neustadt-Speyer;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1972__Neustadt-Speyer__19nov1972;DE_NT-BT_1972__Neustadt-Speyer;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1969__Neustadt-Speyer__28sep1969;DE_NT-BT_1969__Neustadt-Speyer;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1965__Cochem__19sep1965;DE_NT-BT_1965__Cochem;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1965__Montabaur__19sep1965;DE_NT-BT_1965__Montabaur;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1965__Ahrweiler__19sep1965;DE_NT-BT_1965__Ahrweiler;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1972__Montabaur__19nov1972;DE_NT-BT_1972__Montabaur;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1965__Trier__19sep1965;DE_NT-BT_1965__Trier;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1969__Mainz__28sep1969;DE_NT-BT_1969__Mainz;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1969__Bitburg__28sep1969;DE_NT-BT_1969__Bitburg;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1983__Landau__06mar1983;DE_NT-BT_1983__Landau;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1976__Kaiserslautern__03oct1976;DE_NT-BT_1976__Kaiserslautern;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1976__Koblenz__03oct1976;DE_NT-BT_1976__Koblenz;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1969__Ahrweiler__28sep1969;DE_NT-BT_1969__Ahrweiler;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1976__Kreuznach__03oct1976;DE_NT-BT_1976__Kreuznach;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1976__Landau__03oct1976;DE_NT-BT_1976__Landau;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1972__Landau__19nov1972;DE_NT-BT_1972__Landau;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1965__Landau__19sep1965;DE_NT-BT_1965__Landau;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1969__Neuwied__28sep1969;DE_NT-BT_1969__Neuwied;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1972__Frankenthal__19nov1972;DE_NT-BT_1972__Frankenthal;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1969__Kaiserslautern__28sep1969;DE_NT-BT_1969__Kaiserslautern;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1972__Pirmasens__19nov1972;DE_NT-BT_1972__Pirmasens;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1969__Frankenthal__28sep1969;DE_NT-BT_1969__Frankenthal;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1972__Bitburg__19nov1972;DE_NT-BT_1972__Bitburg;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1983__Bitburg__06mar1983;DE_NT-BT_1983__Bitburg;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1980__Bitburg__05oct1980;DE_NT-BT_1980__Bitburg;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1976__Bitburg__03oct1976;DE_NT-BT_1976__Bitburg;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1972__Neuwied__19nov1972;DE_NT-BT_1972__Neuwied;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1969__Ludwigshafen__28sep1969;DE_NT-BT_1969__Ludwigshafen;DE_NT-BT_1969;28sep1969;regular;popular;;main-election;1;
DE_NT-BT_1965__Bitburg__19sep1965;DE_NT-BT_1965__Bitburg;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1972__Mainz__19nov1972;DE_NT-BT_1972__Mainz;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1987__Trier__25jan1987;DE_NT-BT_1987__Trier;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1980__Trier__05oct1980;DE_NT-BT_1980__Trier;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1976__Trier__03oct1976;DE_NT-BT_1976__Trier;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1983__Trier__06mar1983;DE_NT-BT_1983__Trier;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1990__Trier__02dec1990;DE_NT-BT_1990__Trier;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1965__Frankenthal__19sep1965;DE_NT-BT_1965__Frankenthal;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1976__Ludwigshafen__03oct1976;DE_NT-BT_1976__Ludwigshafen;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1980__Ahrweiler__05oct1980;DE_NT-BT_1980__Ahrweiler;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1972__Trier__19nov1972;DE_NT-BT_1972__Trier;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1987__Worms__25jan1987;DE_NT-BT_1987__Worms;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1965__Pirmasens__19sep1965;DE_NT-BT_1965__Pirmasens;DE_NT-BT_1965;19sep1965;regular;popular;;main-election;1;
DE_NT-BT_1976__Ahrweiler__03oct1976;DE_NT-BT_1976__Ahrweiler;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1972__Ahrweiler__19nov1972;DE_NT-BT_1972__Ahrweiler;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1983__Montabaur__06mar1983;DE_NT-BT_1983__Montabaur;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1972__Kaiserslautern__19nov1972;DE_NT-BT_1972__Kaiserslautern;DE_NT-BT_1972;19nov1972;early;popular;;main-election;1;
DE_NT-BT_1983__Mainz__06mar1983;DE_NT-BT_1983__Mainz;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1983__Cochem__06mar1983;DE_NT-BT_1983__Cochem;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1980__Cochem__05oct1980;DE_NT-BT_1980__Cochem;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1976__Cochem__03oct1976;DE_NT-BT_1976__Cochem;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1987__Cochem__25jan1987;DE_NT-BT_1987__Cochem;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_2005__Suedpfalz__18sep2005;DE_NT-BT_2005__Suedpfalz;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_1987__Neustadt-Speyer__25jan1987;DE_NT-BT_1987__Neustadt-Speyer;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1980__Worms__05oct1980;DE_NT-BT_1980__Worms;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1980__Landau__05oct1980;DE_NT-BT_1980__Landau;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1976__Neuwied__03oct1976;DE_NT-BT_1976__Neuwied;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1998__Mainz__27sep1998;DE_NT-BT_1998__Mainz;DE_NT-BT_1998;27sep1998;regular;popular;;main-election;1;
DE_NT-BT_2002__Mainz__22sep2002;DE_NT-BT_2002__Mainz;DE_NT-BT_2002;22sep2002;regular;popular;;main-election;1;
DE_NT-BT_1983__Kreuznach__06mar1983;DE_NT-BT_1983__Kreuznach;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1976__Pirmasens__03oct1976;DE_NT-BT_1976__Pirmasens;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1976__Neustadt-Speyer__03oct1976;DE_NT-BT_1976__Neustadt-Speyer;DE_NT-BT_1976;03oct1976;regular;popular;;main-election;1;
DE_NT-BT_1983__Kaiserslautern__06mar1983;DE_NT-BT_1983__Kaiserslautern;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1980__Kaiserslautern__05oct1980;DE_NT-BT_1980__Kaiserslautern;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1987__Bitburg__25jan1987;DE_NT-BT_1987__Bitburg;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1990__Bitburg__02dec1990;DE_NT-BT_1990__Bitburg;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1980__Neuwied__05oct1980;DE_NT-BT_1980__Neuwied;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1980__Koblenz__05oct1980;DE_NT-BT_1980__Koblenz;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1980__Neustadt-Speyer__05oct1980;DE_NT-BT_1980__Neustadt-Speyer;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_2005__Neustadt-Speyer__18sep2005;DE_NT-BT_2005__Neustadt-Speyer;DE_NT-BT_2005;18sep2005;early;popular;;main-election;1;
DE_NT-BT_1980__Kreuznach__05oct1980;DE_NT-BT_1980__Kreuznach;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1980__Mainz__05oct1980;DE_NT-BT_1980__Mainz;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1990__Ludwigshafen__02dec1990;DE_NT-BT_1990__Ludwigshafen;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1980__Ludwigshafen__05oct1980;DE_NT-BT_1980__Ludwigshafen;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1987__Ludwigshafen__25jan1987;DE_NT-BT_1987__Ludwigshafen;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1998__Ludwigshafen__27sep1998;DE_NT-BT_1998__Ludwigshafen;DE_NT-BT_1998;27sep1998;regular;popular;;main-election;1;
DE_NT-BT_1983__Ahrweiler__06mar1983;DE_NT-BT_1983__Ahrweiler;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1987__Ahrweiler__25jan1987;DE_NT-BT_1987__Ahrweiler;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1990__Ahrweiler__02dec1990;DE_NT-BT_1990__Ahrweiler;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1987__Suedpfalz__25jan1987;DE_NT-BT_1987__Suedpfalz;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1990__Worms__02dec1990;DE_NT-BT_1990__Worms;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1980__Pirmasens__05oct1980;DE_NT-BT_1980__Pirmasens;DE_NT-BT_1980;05oct1980;regular;popular;;main-election;1;
DE_NT-BT_1983__Pirmasens__06mar1983;DE_NT-BT_1983__Pirmasens;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1983__Frankenthal__06mar1983;DE_NT-BT_1983__Frankenthal;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1983__Neuwied__06mar1983;DE_NT-BT_1983__Neuwied;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1983__Worms__06mar1983;DE_NT-BT_1983__Worms;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1983__Neustadt-Speyer__06mar1983;DE_NT-BT_1983__Neustadt-Speyer;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1983__Koblenz__06mar1983;DE_NT-BT_1983__Koblenz;DE_NT-BT_1983;06mar1983;early;popular;;main-election;1;
DE_NT-BT_1987__Kaiserslautern__25jan1987;DE_NT-BT_1987__Kaiserslautern;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1987__Neuwied__25jan1987;DE_NT-BT_1987__Neuwied;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1990__Koblenz__02dec1990;DE_NT-BT_1990__Koblenz;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1987__Mainz__25jan1987;DE_NT-BT_1987__Mainz;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1987__Frankenthal__25jan1987;DE_NT-BT_1987__Frankenthal;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1994__Suedpfalz__16oct1994;DE_NT-BT_1994__Suedpfalz;DE_NT-BT_1994;16oct1994;regular;popular;;main-election;1;
DE_NT-BT_1987__Kreuznach__25jan1987;DE_NT-BT_1987__Kreuznach;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1987__Koblenz__25jan1987;DE_NT-BT_1987__Koblenz;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_2009__Mainz__27sep2009;DE_NT-BT_2009__Mainz;DE_NT-BT_2009;27sep2009;regular;popular;;main-election;1;
DE_NT-BT_1994__Pirmasens__16oct1994;DE_NT-BT_1994__Pirmasens;DE_NT-BT_1994;16oct1994;regular;popular;;main-election;1;
DE_NT-BT_1987__Montabaur__25jan1987;DE_NT-BT_1987__Montabaur;DE_NT-BT_1987;25jan1987;regular;popular;;main-election;1;
DE_NT-BT_1994__Neuwied__16oct1994;DE_NT-BT_1994__Neuwied;DE_NT-BT_1994;16oct1994;regular;popular;;main-election;1;
DE_NT-BT_1990__Neuwied__02dec1990;DE_NT-BT_1990__Neuwied;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1990__Neustadt-Speyer__02dec1990;DE_NT-BT_1990__Neustadt-Speyer;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
DE_NT-BT_1990__Cochem__02dec1990;DE_NT-BT_1990__Cochem;DE_NT-BT_1990;02dec1990;regular;popular;;main-election;1;
