pers_id;polca_id;id_nl_pdc_num;id_pdc_code;id_de_manow;id_de_parliament;id_ch_parliament;id_ie_parliament;id_uk_scotparl;wikidata_id;last_name;first_name;other_name;gender;birth_date;death_date;birth_place_raw;citizenship_canton;hometown_raw;title_raw;military_raw;initials;twitter_screen_name;twitter_id;;;;PolCa-PartyWhenEnteredParliament;PolCa-nonpoliticalprepar;PolCa-politicalprepar;ohmura-career-type;ohmura-mandate
DE_Hass_Helen_1955;;;;;;;;;;Hass;Helen;NA;f;1955;;Siegen;;;NA;;;;;;;;;;;;
DE_Hass_Helmut_1919;;;;3426;;;;;;Hass;Helmut;NA;m;17nov1919;NA;Kiel;;;NA;;;;;;;;;;;;
DE_Hassan_Fares_1978;;;;;;;;;;alHassan;Fares;NA;m;1978;;Gardelegen;;;NA;;;;;;;;;;;;
DE_Hassbach_Friedrich_1938;;;;90118;;;;;;Hassbach;Friedrich-Otto-Michael;NA;m;01jan1938;NA;NA;;;Dr;;;;;;;;;;;;
DE_Hassdenteufel_Gretel_1945;;;;143852;;;;;;Hassdenteufel;Gretel-Luise;NA;f;01jan1945;NA;NA;;;NA;;;;;;;;;;;;
DE_Hassdenteufel_Lydia_1960;;;;110855;;;;;;Hassdenteufel;Lydia;NA;f;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Hasse_Jana_1976;;;;162210;;;;;;Hasse;Jana;NA;f;01jan1976;NA;NA;;;NA;;;;;;;;;;;;
DE_Hasse_Malte_1972;;;;;;;;;;Hasse;Malte;NA;m;1972;;Wuppertal;;;NA;;;;;;;;;;;;
DE_Hasse_Vera_1937;;;;81385;;;;;;Hasse;Vera;NA;f;20jul1937;NA;NA;;;NA;;;;;;;;;;;;
DE_Hassel_Dagmar_1958;;;;172928;;;;;;Hassel;Dagmar-Luise;NA;f;1958;NA;Werkhausen;;;NA;;;;;;;;;;;;
DE_Hassel_Ehrenfried_1917;;;;3427;;;;;;Hassel;Ehrenfried;von;m;13mar1917;15mar1993;Mansfeld/Harz;;;NA;;;;;;;;;;;;
DE_Hassel_Friedrich_1934;;;;3428;;;;;;Hassel;Friedrich-Wilhelm;NA;m;25mar1934;NA;Michelbach/Altenkirchen;;;NA;;;;;;;;;;;;
DE_Hassel_Jens_1975;;;;;;;;;;Hassel;Jens;NA;m;1975;;Gross-Gerau;;;NA;;;;;;;;;;;;
DE_Hassel_Kai_1913;;;;3429;11000824;;;;;Hassel;Kai-Uwe;von;m;21apr1913;08may1997;Gare/Tanganjika (ehem. Deutsch-Ostafrika);;;NA;;;;;;;;;;;;
DE_Hassel_Sarah_1961;;;;171741;;;;;;Hassel-Reusing;Sarah-Luzia;NA;f;01jan1961;NA;NA;;;NA;;;;;;;;;;;;
DE_Hasselbach_Philipp_1987;;;;172707;;;;;;Hasselbach;Philipp-Maximilian;NA;m;01jan1987;NA;NA;;;NA;;;;;;;;;;;;
DE_Hasselbach_Willi_1922;;;;3430;;;;;;Hasselbach;Willi;NA;m;27mar1922;NA;Steckenroth;;;NA;;;;;;;;;;;;
DE_Hasselberg_Wilfried_1951;;;;;;;;;;Hasselberg-Weyandt;Wilfried;NA;m;1951;;Gladbeck;;;Dr.;;;;;;;;;;;;
DE_Hasselfeldt_Gerda_1950;;;;111511;11000825;;;;;Hasselfeldt;Gerda;NA;f;07jul1950;NC;NA;;;NA;;;;;;;;;;;;
DE_Hasselmann_Britta_1961;;;;162913;11003764;;;;;Hasselmann;Britta;NA;f;10dec1961;NC;Straelen;;;NA;;;BriHasselmann;1131092102;;;;;;;;
DE_Hasselmann_Hans_1913;;;;3431;;;;;;Hasselmann;Hans;NA;m;04jul1913;NA;Rumfleth;;;NA;;;;;;;;;;;;
DE_Hassemer_Wilhelm_1898;;;;3432;;;;;;Hassemer;Wilhelm;NA;m;30apr1898;NA;Gau-Algersheim;;;NA;;;;;;;;;;;;
DE_Hassenpflug_Siegfried_1928;;;;137142;;;;;;Hassenpflug;Siegfried;NA;m;01jan1928;NA;NA;;;NA;;;;;;;;;;;;
DE_Hasslberger_Josef_1916;;;;80553;;;;;;Hasslberger;Josef;NA;m;09sep1916;NA;NA;;;NA;;;;;;;;;;;;
DE_Hassler_Ernst_1925;;;;3433;;;;;;Hassler;Ernst-Juergen;NA;m;12jun1925;NA;Valparaiso/Chile;;;NA;;;;;;;;;;;;
DE_Hassler_Florian_1977;;;;172184;;;;;;Hassler;Florian;NA;m;01jan1977;NA;NA;;;NA;;;;;;;;;;;;
DE_Hassler_Joergen_1983;;;;173326;;;;;;Hassler;Joergen-Michael;NA;m;01jan1983;NA;NA;;;NA;;;;;;;;;;;;
DE_Hasslinger_Nikolaus_1899;;;;3434;;;;;;Hasslinger;Nikolaus-Claus;NA;m;19jun1899;NA;Stefansfeld/Banat;;;Dr;;;;;;;;;;;;
DE_Hassmann_Volker_1950;;;;81926;;;;;;Hassmann;Volker-Peter-Bruno;NA;m;23nov1950;NA;NA;;;NA;;;;;;;;;;;;
DE_Hasso_Djengizkhan_1961;;;;;;;;;;Hasso;Djengizkhan;NA;m;1961;;Tall Khatoun;;;NA;;;;;;;;;;;;
DE_Hassold_Herbert_1938;;;;3435;;;;;;Hassold;Herbert-G;NA;m;21may1938;NA;NA;;;NA;;;;;;;;;;;;
DE_Hastan_Christine_1961;;;;;;;;;;Hastan;Christine;;f;1961;;;;;NA;;;;;;;;;;;;
DE_Hastedt_Manfred_1957;;;;151375;;;;;;Hastedt;Manfred-Dieter;NA;m;01jan1957;NA;NA;;;NA;;;;;;;;;;;;
DE_Hatlapa_Willi_1887;;;;3436;;;;;;Hatlapa;Willi;NA;m;11may1887;NA;Berlin;;;Dr;;;;;;;;;;;;
DE_Hattenauer_Wilhelm_1902;;;;3437;;;;;;Hattenauer;Wilhelm;NA;m;09aug1902;27feb1972;Minden/Westfalen;;;NA;;;;;;;;;;;;
DE_Hattendorf_Arne_1967;;;;;;;;;;Hattendorf;Arne;;m;1967;;;;;NA;;;;;;;;;;;;
DE_Hatzl_Ludwig_1916;;;;3438;;;;;;Hatzl;Ludwig;NA;m;19feb1916;NA;Volkmannsdorferau;;;NA;;;;;;;;;;;;
DE_Hatzmann_Heike_1959;;;;132076;;;;;;Hatzmann;Heike;NA;f;01jan1959;NA;NA;;;NA;;;;;;;;;;;;
DE_Hatzold_Robert_1969;;;;151637;;;;;;Hatzold;Robert;NA;m;01jan1969;NA;NA;;;NA;;;;;;;;;;;;
DE_Hau_Reimar_1955;;;;110538;;;;;;Hau;Reimar;NA;m;01jan1955;NA;NA;;;NA;;;;;;;;;;;;
DE_Haube_Stephan_1966;;;;;;;;;;Haube;Stephan;NA;m;1966;;Berlin;;;NA;;;;;;;;;;;;
DE_Haubensak_Ruth_1910;;;;70914;;;;;;Haubensak;Ruth;NA;f;24sep1910;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauber_Andreas_1969;;;;143156;;;;;;Hauber;Andreas;NA;m;01jan1969;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauber_Rose_1926;;;;143691;;;;;;Hauber;Rose;NA;f;01jan1926;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauber_Wolfgang_1959;;;;;;;;;;Hauber;Wolfgang;NA;m;1959;;Weissenburg i.Bay.;;;NA;;;;;;;;;;;;
DE_Haubold_Dieter_1933;;;;136346;;;;;;Haubold;Dieter;NA;m;01jan1933;NA;NA;;;NA;;;;;;;;;;;;
DE_Haubold_Werner_1955;;;;161667;;;;;;Haubold;Werner-Michael;NA;m;01jan1955;NA;NA;;;NA;;;;;;;;;;;;
DE_Haubrich_Melanie_1983;;;;;;;;;;Haubrich;Melanie-Svenja;;f;1983;;;;;NA;;;;;;;;;;;;
DE_Hauch_Harald_1938;;;;137207;;;;;;Hauch;Harald;NA;m;01jan1938;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauch_Stefan_1962;;;;151697;;;;;;Hauch;Stefan;NA;m;01jan1962;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauchler_Ingomar_1938;;;;91378;11000826;;;;;Hauchler;Ingomar;NA;m;15mar1938;NC;NA;;;Prof Dr;;;;;;;;;;;;
DE_Hauck_Adam_1900;;;;3439;;;;;;Hauck;Adam;NA;m;02feb1900;NA;Annweiler;;;NA;;;;;;;;;;;;
DE_Hauck_Albrecht_1954;;;;;;;;;;Hauck;Albrecht;;m;1954;;;;;NA;;;;;;;;;;;;
DE_Hauck_Marc_1978;;;;161736;;;;;;Hauck;Marc-Rene;NA;m;1978;NA;Ludwigshafen am Rhein;;;NA;;;;;;;;;;;;
DE_Hauck_Michael_1957;;;;100069;;;;;;Hauck;Michael;NA;m;01jan1957;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauck_Michael_1970;;;;172005;;;;;;Hauck;Michael;NA;m;01jan1970;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauck_Norbert_1949;;;;163327;;;;;;Hauck;Norbert;NA;m;1949;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauck_Rudolf_1924;;;;3440;11000827;;;;;Hauck;Rudolf;NA;m;20apr1924;17oct2003;Schweinfurt;;;NA;;;;;;;;;;;;
DE_Hauck_Winfried_1937;;;;90476;;;;;;Hauck;Winfried;NA;m;01jan1937;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauck_Wolfgang_1944;;;;133374;;;;;;Hauck;Wolfgang;NA;m;01jan1944;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauenschild_Rainer_1968;;;;171828;;;;;;Hauenschild;Rainer;NA;m;01jan1968;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauenstein_Harald_1963;;;;101090;;;;;;Hauenstein;Harald-Georg;NA;m;01jan1963;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauer_Alfred_1944;;;;90920;;;;;;Hauer;Alfred;NA;m;01jan1944;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauer_Heidi_1963;;;;;;;;;;Hauer;Heidi;NA;f;1963;;Bingen am Rhein;;;NA;;;;;;;;;;;;
DE_Hauer_Keven_1978;;;;151214;;;;;;Hauer;Keven-Gareth;NA;m;01jan1978;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauer_Matthias_1977;;;;172499;11004292;;;;;Hauer;Matthias;NA;m;18dec1977;NC;Hattingen;;;NA;;;MatthiasHauer;1158585210;;;;;;;;
DE_Hauer_Nina_1968;;;;142709;11003139;;;;;Hauer;Nina;NA;f;30may1968;NC;NA;;;NA;;;NoAccountOn092019;NA;;;;;;;;
DE_Hauert_Otto_1881;;;;3441;;;;;;Hauert;Otto;NA;m;13mar1881;NA;Goslar;;;NA;;;;;;;;;;;;
DE_Hauf_Fritz_1897;;;;3442;;;;;;Hauf;Fritz;NA;m;13feb1897;NA;Ingolstadt;;;NA;;;;;;;;;;;;
DE_Hauf_Wolfgang_1948;;;;144731;;;;;;Hauf;Wolfgang;NA;m;01jan1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauff_Eberhard_1914;;;;3443;;;;;;Hauff;Eberhard;von;m;22feb1914;NA;Berlin;;;Dr;;;;;;;;;;;;
DE_Hauff_Leoni_1912;;;;3444;;;;;;Hauff;Leoni;von;f;12apr1912;NA;Saar-Union/Elsa;;;Dr;;;;;;;;;;;;
DE_Hauff_Volker_1940;;;;3445;11000828;;;;;Hauff;Volker;NA;m;09aug1940;NC;Backnang;;;Prof Dr;;;;;;;;;;;;
DE_Hauff_Walter_1923;;;;3446;;;;;;Hauff;Walter;NA;m;22sep1923;NA;Stuttgart;;;NA;;;;;;;;;;;;
DE_Hauffe_Herbert_1914;;;;3447;11000829;;;;;Hauffe;Herbert;NA;m;18feb1914;21may1997;Bochum;;;NA;;;;;;;;;;;;
DE_Hauffen_Helmut_1951;;;;163393;;;;;;Hauffen;Helmut;NA;m;01jan1951;NA;NA;;;NA;;;;;;;;;;;;
DE_Haufschild_Hildegard_1950;;;;136311;;;;;;Haufschild;Hildegard;NA;f;01jan1950;NA;NA;;;NA;;;;;;;;;;;;
DE_Haug_Ernst_1901;;;;3448;;;;;;Haug;Ernst;NA;m;08jan1901;NA;NA;;;NA;;;;;;;;;;;;
DE_Haug_Hans_1936;;;;3449;;;;;;Haug;Hans;NA;m;29sep1936;NA;Neckartenzlingen;;;NA;;;;;;;;;;;;
DE_Haug_Heidrun_1954;;;;90736;;;;;;Haug;Heidrun;NA;f;01jan1954;NA;NA;;;NA;;;;;;;;;;;;
DE_Haug_Jochen_1973;;;;;11004739;;;;;Haug;Jochen;NA;m;11jan1973;NC;Aulendorf;;;NA;;;Jochen_Haug;717077328669646849;;;;;;;;
DE_Haug_Stefan_1958;;;;163113;;;;;;Haug;Stefan;NA;m;1958;NA;NA;;;NA;;;;;;;;;;;;
DE_Haug_Werner_1936;;;;3450;;;;;;Haug;Werner;NA;m;07feb1936;NA;Ingolstadt;;;NA;;;;;;;;;;;;
DE_Hauger_Helmut_1942;;;;100226;;;;;;Hauger;Helmut;NA;m;01jan1942;NA;NA;;;NA;;;;;;;;;;;;
DE_Haugg_Friedrich_1969;;;;172995;;;;;;Haugg;Friedrich-Maximilian-Franz;NA;m;1969;NA;Munchen;;;NA;;;;;;;;;;;;
DE_Haugg_Pius_1905;;;;3451;;;;;;Haugg;Pius;NA;m;16may1905;06jun1978;Donauwoerth;;;NA;;;;;;;;;;;;
DE_Haugk_Matthias_1962;;;;;;;;;;Haugk;Matthias;;m;1962;;;;;NA;;;;;;;;;;;;
DE_Haugk_Steffen_1966;;;;121379;;;;;;Haugk;Steffen;NA;m;01jan1966;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauk_Eduard_1903;;;;3452;;;;;;Hauk;Eduard;NA;m;13may1903;NA;Kleppel/Schoenberg;;;NA;;;;;;;;;;;;
DE_Hauk_Peter_1960;;;;122849;;;;;;Hauk;Peter-Hubert;NA;m;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauke_Alfred_1913;;;;80222;;;;;;Hauke;Alfred;NA;m;10dec1913;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauke_Dietmer_1950;;;;143443;;;;;;Hauke;Dietmer;NA;m;01jan1950;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauke_Frieda_1890;;;;3453;;;;;;Hauke;Frieda;NA;f;05apr1890;15aug1972;Breslau;;;NA;;;;;;;;;;;;
DE_Hauke_Marco_1973;;;;;;;;;;Hauke;Marco;;m;1973;;;;;NA;;;;;;;;;;;;
DE_Haumann_Helmut_1940;;;;80391;;;;;;Haumann;Helmut;NA;m;26jul1940;NA;NA;;;NA;;;;;;;;;;;;
DE_Haumersen_Bruno_1909;;;;3454;;;;;;Haumersen;Bruno;NA;m;13jan1909;NA;Berlin-Lichtenberg;;;NA;;;;;;;;;;;;
DE_Haun_Helmut_1919;;;;3455;;;;;;Haun;Helmut;NA;m;07apr1919;NA;Eger;;;NA;;;;;;;;;;;;
DE_Haun_Rudolf_1906;;;;3456;;;;;;Haun;Rudolf;NA;m;14mar1906;NA;Freden;;;NA;;;;;;;;;;;;
DE_Haun_Uwe_1953;;;;100054;;;;;;Haun;Uwe-Dieter;NA;m;01jan1953;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauner_Philipp_1984;;;;;;;;;;Hauner;Philipp;NA;m;1984;;Kelheim;;;NA;;;;;;;;;;;;
DE_Haunert_Eleonore_1941;;;;137130;;;;;;Haunert;Eleonore;NA;f;01jan1941;NA;NA;;;NA;;;;;;;;;;;;
DE_Haunert_Franz_1953;;;;137832;;;;;;Haunert;Franz-Eckhard;NA;m;01jan1953;NA;NA;;;NA;;;;;;;;;;;;
DE_Haungs_Rainer_1942;;;;100035;11000830;;;;;Haungs;Rainer;NA;m;07sep1942;18jan1996;NA;;;NA;;;;;;;;;;;;
DE_Haupenthal_Elisabeth_1961;;;;142888;;;;;;Haupenthal;Elisabeth;NA;f;01jan1961;NA;NA;;;NA;;;;;;;;;;;;
DE_Haupt_Anton_1908;;;;3457;;;;;;Haupt;Anton;NA;m;14dec1908;NA;Augsburg;;;NA;;;;;;;;;;;;
DE_Haupt_Anton_1909;;;;3458;;;;;;Haupt;Anton;NA;m;11apr1909;NA;Grostajax/Znaim (Suedmaehren);;;NA;;;;;;;;;;;;
DE_Haupt_Claus_1958;;;;144749;;;;;;Haupt;Claus;NA;m;01jan1958;NA;NA;;;NA;;;;;;;;;;;;
DE_Haupt_Gesine_1936;;;;120454;;;;;;Haupt;Gesine;NA;f;01jan1936;NA;NA;;;NA;;;;;;;;;;;;
DE_Haupt_Klaus_1943;;;;120499;11003140;;;;;Haupt;Klaus-Dieter;NA;m;29may1943;NC;NA;;;NA;;;;;;;;;;;;
DE_Haupt_Manfred_1957;;;;137690;;;;;;Haupt;Manfred;NA;m;01jan1957;NA;NA;;;NA;;;;;;;;;;;;
DE_Haupt_Nico_1966;;;;144021;;;;;;Haupt;Nico;NA;m;01jan1966;NA;NA;;;NA;;;;;;;;;;;;
DE_Haupt_Niklas_1986;;;;;;;;;;Haupt;Niklas;NA;m;1986;;Nurnberg;;;NA;;;;;;;;;;;;
DE_Hauptkorn_Michael_1957;;;;90734;;;;;;Hauptkorn;Michael;NA;m;01jan1957;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauptmann_Arthur_1884;;;;3459;;;;;;Hauptmann;Arthur;NA;m;30dec1884;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauptmann_Mark_1984;;;;200153;11004293;;;;;Hauptmann;Mark-Lars-Carsten;NA;m;29apr1984;NC;Weimar;;;NA;;;MarkHauptmann;1370491088;;;;;;;;
DE_Hauptmann_Paul_9999;;;;11212;;;;;;Hauptmann;Paul;NA;m;NA;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauptmann_Rafael_1989;;;;;;;;;;Hauptmann;Rafael;NA;m;1989;;Regensburg;;;NA;;;;;;;;;;;;
DE_Hauptmann_Richard_1904;;;;3460;;;;;;Hauptmann;Richard;NA;m;03apr1904;NA;Dresden;;;NA;;;;;;;;;;;;
DE_Hauptstein_Gabriele_1960;;;;173427;;;;;;Hauptstein;Gabriele;NA;f;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Haus_Dietmar_1940;;;;151237;;;;;;Haus;Dietmar-Norbert;NA;m;01jan1940;NA;NA;;;NA;;;;;;;;;;;;
DE_Hausberg_Dietlind_1962;;;;;;;;;;Hausberg;Dietlind;;f;1962;;;;;Dr.;;;;;;;;;;;;
DE_Hauschild_Mike_1972;;;;162560;;;;;;Hauschild;Mike;NA;m;01jan1972;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauschild_Peter_1896;;;;3461;;;;;;Hauschild;Peter-Alwin;NA;m;31mar1896;NA;Buesum;;;Dr;;;;;;;;;;;;
DE_Hauschild_Sebastian_1981;;;;;;;;;;Hauschild;Sebastian-Walter;NA;m;1981;;Heilbronn-Neckargartach;;;NA;;;;;;;;;;;;
DE_Hause_Barbara_1958;;;;111579;;;;;;Hause;Barbara;NA;f;01jan1958;NA;NA;;;NA;;;;;;;;;;;;
DE_Hausen_Helmut_1915;;;;3462;;;;;;Hausen;Helmut;NA;m;05may1915;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Aloysius_1930;;;;3463;11000831;;;;;Hauser;Aloysius-Alo;NA;m;07oct1930;29oct1997;Bad Godesberg;;;NA;;;;;;;;;;;;
DE_Hauser_Christian_1964;;;;161524;;;;;;Hauser;Christian;NA;m;01jan1964;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Edgar_1948;;;;138232;;;;;;Hauser;Edgar;NA;m;01jan1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Eduard_1928;;;;121226;;;;;;Hauser;Eduard;NA;m;01jan1928;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Felicitas_1922;;;;70627;;;;;;Hauser;Felicitas;NA;f;24oct1922;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Franz_1919;;;;111754;;;;;;Hauser;Franz;NA;m;01jan1919;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Hansgeorg_1943;;;;122784;11000832;;;;;Hauser;Hansgeorg;NA;m;20jun1943;NC;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Hansheinz_1922;;;;71388;11000833;;;;;Hauser;Hansheinz;NA;m;23jun1922;NC;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Hubert_1930;;;;91185;;;;;;Hauser;Hubert;NA;m;01jan1930;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Hugo_1911;;;;3464;11000834;;;;;Hauser;Hugo;NA;m;18aug1911;09jun1980;Offenburg;;;Dr;;;;;;;;;;;;
DE_Hauser_Josef_1952;;;;137084;;;;;;Hauser;Josef;NA;m;01jan1952;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Michael_1964;;;;142875;;;;;;Hauser;Michael-Wilhelm;NA;m;01jan1964;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Norbert_1946;;;;143530;11003141;;;;;Hauser;Norbert;NA;m;20may1946;NC;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Otto_1952;;;;100579;11000835;;;;;Hauser;Otto;NA;m;11jul1952;NC;NA;;;NA;;;;;;;;;;;;
DE_Hauser_Patricia_1972;;;;;;;;;;Hauser;Patricia;NA;f;1972;;Hameln;;;NA;;;;;;;;;;;;
DE_Hauser_Rolf_1955;;;;;;;;;;Hauser;Rolf-Dieter;;m;1955;;;;;Dr.;;;;;;;;;;;;
DE_Hausladen_Anton_1894;;;;3465;;;;;;Hausladen;Anton;NA;m;06mar1894;NA;Wendelstein;;;NA;;;;;;;;;;;;
DE_Hausladen_Christa_1955;;;;90336;;;;;;Hausladen-Sambale;Christa;NA;f;01jan1955;NA;NA;;;NA;;;;;;;;;;;;
DE_Hausladen_Georg_1918;;;;3466;;;;;;Hausladen;Georg;NA;m;07dec1918;NA;Fuerth;;;NA;;;;;;;;;;;;
DE_Hausmann_Albert_1893;;;;3467;;;;;;Hausmann;Albert;NA;m;30jan1893;19jul1957;Muenster;;;NA;;;;;;;;;;;;
DE_Hausmann_Alexander_1952;;;;121262;;;;;;Hausmann;Alexander;NA;m;01jan1952;NA;NA;;;NA;;;;;;;;;;;;
DE_Hausmann_Anke_1941;;;;71502;;;;;;Hausmann;Anke;NA;f;17nov1941;NA;NA;;;NA;;;;;;;;;;;;
DE_Hausmann_Christoph_1968;;;;141728;;;;;;Hausmann;Christoph;NA;m;01jan1968;NA;NA;;;NA;;;;;;;;;;;;
DE_Hausmann_Karl_1934;;;;135994;;;;;;Hausmann;Karl-Heinrich;NA;m;01jan1934;NA;NA;;;Prof Dr;;;;;;;;;;;;
DE_Hausmann_Otto_1900;;;;3468;;;;;;Hausmann;Otto;NA;m;06apr1900;NA;Stuttgart;;;NA;;;;;;;;;;;;
DE_Hausmann_Sebastian_1968;;;;;;;;;;Hausmann;Sebastian;;m;1968;;;;;Dr.;;;;;;;;;;;;
DE_Hauss_Hanns_1940;;;;3469;;;;;;Hauss;Hanns-Jochen;NA;m;29apr1940;NA;Marxgruen;;;Dr;;;;;;;;;;;;
DE_Haussdoerfer_Ellen_1980;;;;163466;;;;;;Haussdoerfer;Ellen;NA;f;1980;NA;Cottbus;;;NA;;;;;;;;;;;;
DE_Hausser_Alfred_1912;;;;3470;;;;;;Hausser;Alfred;NA;m;27aug1912;NA;NA;;;NA;;;;;;;;;;;;
DE_Haussleiter_August_1905;;;;3471;;;;;;Haussleiter;August;NA;m;05feb1905;08jul1989;Nuernberg;;;NA;;;;;;;;;;;;
DE_Haussleiter_Renate_1917;;;;3472;;;;;;Haussleiter-Malluche;Renate;NA;f;08may1917;NA;Breslau;;;Dr;;;;;;;;;;;;
DE_Haussler_Johann_1902;;;;3473;;;;;;Haussler;Johann;NA;m;30nov1902;NA;Spiesen;;;NA;;;;;;;;;;;;
DE_Haussmann_Helmut_1943;;;;80708;11000836;;;;;Haussmann;Helmut;NA;m;18may1943;NC;NA;;;Dr;;;;;;;;;;;;
DE_Haussmann_Kurt_1927;;;;3474;;;;;;Haussmann;Kurt;NA;m;07mar1927;NA;Stuttgart;;;NA;;;;;;;;;;;;
DE_Haussmann_Wolfgang_1903;;;;3475;;;;;;Haussmann;Wolfgang;NA;m;03jul1903;06mar1989;Stuttgart;;;Dr;;;;;;;;;;;;
DE_Haustein_Heinz_1954;;;;162632;11003765;;;;;Haustein;Heinz-Peter;NA;m;10aug1954;NC;NA;;;NA;;;;;;;;;;;;
DE_Haut_Ernst_1933;;;;3476;;;;;;Haut;Ernst;NA;m;24sep1933;NA;Karlsruhe;;;NA;;;;;;;;;;;;
DE_Haut_Regina_1948;;;;152544;;;;;;Haut;Regina-Sabine;NA;f;01jan1948;NA;NA;;;NA;;;;;;;;;;;;
DE_Hauth_Wilhelm_1908;;;;3477;;;;;;Hauth;Wilhelm;NA;m;13feb1908;NA;Weienburg;;;NA;;;;;;;;;;;;
DE_Hautmann_Joerg_1927;;;;3478;;;;;;Hautmann;Joerg;NA;m;28apr1927;NA;Gunzenhausen;;;NA;;;;;;;;;;;;
DE_Hautz_Helga_1932;;;;131268;;;;;;Hautz;Helga;NA;f;01jan1932;NA;NA;;;NA;;;;;;;;;;;;
DE_Havekost_Frauke_1968;;;;;;;;;;Havekost;Frauke-Andrea;NA;f;1968;;Bremen;;;NA;;;;;;;;;;;;
DE_Haveman_Bastiaan_1951;;;;151196;;;;;;Haveman;Bastiaan-Wouter;NA;m;01jan1951;NA;NA;;;NA;;;;;;;;;;;;
DE_Havemann_Florian_1952;;;;151616;;;;;;Havemann;Florian;NA;m;01jan1952;NA;NA;;;NA;;;;;;;;;;;;
DE_Haveneth_Birgit_1975;;;;;;;;;;Haveneth;Birgit;;f;1975;;;;;NA;;;;;;;;;;;;
DE_Haverlandt_Sven_1978;;;;173005;;;;;;Haverlandt;Sven-Gunnar;NA;m;01jan1978;NA;NA;;;NA;;;;;;;;;;;;
DE_Havermann_Maria_1914;;;;3479;;;;;;Havermann;Maria;NA;f;20feb1914;NA;NA;;;NA;;;;;;;;;;;;
DE_Havestadt_Heiner_1929;;;;3480;;;;;;Havestadt;Heiner;NA;m;24jan1929;NA;NA;;;NA;;;;;;;;;;;;
DE_Havighorst_Frank_1960;;;;141712;;;;;;Havighorst;Frank-Johannes;NA;m;01jan1960;NA;NA;;;NA;;;;;;;;;;;;
DE_Hawemann_Walter_1898;;;;3481;;;;;;Hawemann;Walter;NA;m;18dec1898;NA;{Breslau};;;Dr;;;;;;;;;;;;
DE_Hawig_Alice_1956;;;;141866;;;;;;Hawig;Alice-Beate;NA;f;01jan1956;NA;NA;;;NA;;;;;;;;;;;;
DE_Hawranke_Eberhard_1910;;;;3482;;;;;;Hawranke;Eberhard;NA;m;14nov1910;NA;NA;;;NA;;;;;;;;;;;;
DE_Hawranke_Peter_1980;;;;143748;;;;;;Hawranke;Peter;NA;m;01jan1980;NA;NA;;;NA;;;;;;;;;;;;
DE_Hayde_Walterr_1904;;;;3483;;;;;;Hayde;Walterr;von;m;22nov1904;NA;Sinn/Dillkrs;;;NA;;;;;;;;;;;;
DE_Haydt_Claudia_1966;;;;;;;;;;Haydt;Claudia;NA;f;1966;;Friedrichshafen;;;NA;;;;;;;;;;;;
DE_Hayedela_Robert_1951;;;;162937;;;;;;Hayedela;Robert;NA;m;01jan1951;NA;NA;;;NA;;;;;;;;;;;;
DE_Hayer_Otmar_1929;;;;3484;;;;;;Hayer;Otmar;NA;m;18may1929;NA;Neu-Kanischa/Banat;;;NA;;;;;;;;;;;;
DE_Hayn_August_1912;;;;3485;;;;;;Hayn;August;NA;m;31may1912;NA;Frankfurt/Main;;;NA;;;;;;;;;;;;
